"id","part_number","description","material","dimensions","category_raw","category_master","cost","currency","vendor_name","updated_at","source_file","source_system","price_per_unom","raw_json","vault_engineer_name","vault_vault_file_name","vault_revision_no","invoice_description_raw","sap_revision_no","sap_cad_file","po_vendor_name","sap_category","vault_checkout_status","po_description_raw","invoice_due_date","powerbi_abc_class","sap_drawing_no","powerbi_category","sap_engineer_name","invoice_vendor_name","invoice_unit_price","po_delivery_date","vault_material","sap_spec_material","sap_storage_location","invoice_qty_supplied","sap_currency","powerbi_criticality_index","category","sap_approval_status","vault_cad_type","vault_notes","sap_spec_weight","sap_created_date","sap_spec_grade","powerbi_description","powerbi_powerbi_flag","invoice_remarks","po_currency","po_po_no","sap_spec_tolerance","sap_active_flag","sap_sub_category","sap_price_per_uom","powerbi_avg_lead_time_days","sap_commodity_code","powerbi_risk_rating","vault_lifecycle_state","po_order_date","sap_vendor_code","sap_order_uom","sap_material_type","sap_plant","sap_spec_dimensions","powerbi_material","powerbi_sub_category","po_remarks","invoice_invoice_no","sap_valuation_type","sap_is_standard_part","sap_material_group","sap_spec_finish","invoice_invoice_date","vault_file_size_mb","sap_description_clean","po_qty_ordered","vault_category","vault_dimensions","sap_stock_qty","po_price_per_unit","sap_purchase_uom","vault_created_date","sap_material_code","vault_sub_category","invoice_currency","vault_last_modified","powerbi_utilization_score","powerbi_analysis_comment","sap_description_raw","sap_vendor_name","vault_drawing_no","powerbi_movement_frequency","user_dimensions","user_material","user_description","user_category","user_source_system","is_standard_part","revision_no","material_group","spec_dimensions","checkout_status","price_per_uom","utilization_score","spec_grade","movement_frequency","spec_tolerance","description_raw","risk_rating","all_sources","powerbi_flag","stock_qty","material_2","vendor_code","storage_location","sub_category","notes","description_clean","commodity_code","engineer_name","active_flag","drawing_no","lifecycle_state","cad_file","part_number_2","purchase_uom","analysis_comment","ocr_text","file_size_mb","criticality_index","avg_lead_time_days","order_uom","cad_type","plant","last_modified","valuation_type","abc_class","spec_finish","spec_weight","approval_status","spec_material","page","created_date","vault_file_name","sources","powerbi_material_2","sap_part_number_2","vault_material_2"
103,"NP003","Brass Valve 7x106 mm","Brass","7x106 mm","NaN","NaN","1313.38","USD","IndusParts","2025-12-06 18:02:21.172154","po_mock_newparts.pdf","pos",NULL,NULL,"NaN","NaN","NaN","NaN","NaN","NaN","IndusParts","NaN","NaN","Brass Valve 7x106 mm","NaN","NaN","NaN","NaN","NaN","NaN","NaN","2024-12-07","NaN","NaN","NaN","NaN","NaN","NaN","Valve","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","USD","PO1002","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","2024-02-26","NaN","NaN","NaN","NaN","NaN","NaN","NaN","Urgent","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","51","NaN","NaN","NaN","1313.38","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","7x106 mm","Brass","Brass Valve
7x106 mm","Valve","user",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
104,"NP004","Steel Screw 39x90 mm","Steel","39x90 mm","NaN","NaN","1683.78","INR","MegaTools Pvt Ltd","2025-12-06 18:02:21.172154","po_mock_newparts.pdf","pos",NULL,NULL,"NaN","NaN","NaN","NaN","NaN","NaN","MegaTools Pvt Ltd","NaN","NaN","Steel Screw 39x90 mm","NaN","NaN","NaN","NaN","NaN","NaN","NaN","2024-04-11","NaN","NaN","NaN","NaN","NaN","NaN","Fastener","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","INR","PO1003","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","2024-02-10","NaN","NaN","NaN","NaN","NaN","NaN","NaN","Standard Order","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","471","NaN","NaN","NaN","1683.78","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","39x90 mm","Steel","Steel Screw 39x90 mm","Fastener","user",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
105,"NP005","Plastic Valve 39x46 mm","Plastic","39x46 mm","NaN","NaN","1428.22","USD","ElectroMart","2025-12-06 18:02:21.172154","po_mock_newparts.pdf","pos",NULL,NULL,"NaN","NaN","NaN","NaN","NaN","NaN","ElectroMart","NaN","NaN","Plastic Valve 39x46 mm","NaN","NaN","NaN","NaN","NaN","NaN","NaN","2024-09-13","NaN","NaN","NaN","NaN","NaN","NaN","Valve","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","USD","PO1004","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","2024-11-13","NaN","NaN","NaN","NaN","NaN","NaN","NaN","Check Material Cert","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","44","NaN","NaN","NaN","1428.22","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","39x46 mm","Plastic","Plastic Valve 39x46 mm","Valve","user",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
106,"NP006","Aluminum Relay 27x117 mm","Aluminum","27x117 mm","NaN","NaN","16.41","USD","UniMach","2025-12-06 18:02:21.172154","po_mock_newparts.pdf","pos",NULL,NULL,"NaN","NaN","NaN","NaN","NaN","NaN","UniMach","NaN","NaN","Aluminum Relay 27x117 mm","NaN","NaN","NaN","NaN","NaN","NaN","NaN","2024-02-25","NaN","NaN","NaN","NaN","NaN","NaN","Electrical","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","USD","PO1005","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","2024-11-08","NaN","NaN","NaN","NaN","NaN","NaN","NaN","Urgent","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","445","NaN","NaN","NaN","16.41","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","27x117 mm","Aluminum","Aluminum Relay 27x117 mm","Electrical","user",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
107,"NP007","Aluminum Washer 19x142 mm","","","NaN","NaN","899.86","INR","SteelWorld","2025-12-06 18:02:21.172154","po_mock_newparts.pdf","pos",NULL,NULL,"NaN","NaN","NaN","NaN","NaN","NaN","SteelWorld","NaN","NaN","Aluminum Washer 19x142 mm","NaN","NaN","NaN","NaN","NaN","NaN","NaN","2024-02-11","NaN","NaN","NaN","NaN","NaN","NaN","","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","INR","PO1006","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","2024-07-28","NaN","NaN","NaN","NaN","NaN","NaN","NaN","","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","241","NaN","NaN","NaN","899.86","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
108,"NP008","Copper Connector 31x78 mm","","","NaN","NaN","507.75","USD","UniMach","2025-12-06 18:02:21.172154","po_mock_newparts.pdf","pos",NULL,NULL,"NaN","NaN","NaN","NaN","NaN","NaN","UniMach","NaN","NaN","Copper Connector 31x78 mm","NaN","NaN","NaN","NaN","NaN","NaN","NaN","2024-07-02","NaN","NaN","NaN","NaN","NaN","NaN","","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","USD","PO1007","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","2024-01-18","NaN","NaN","NaN","NaN","NaN","NaN","NaN","Urgent","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","228","NaN","NaN","NaN","507.75","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
109,"NP009","Steel Bracket 28x55 mm","","","NaN","NaN","703.42","INR","IndusParts","2025-12-06 18:02:21.172154","po_mock_newparts.pdf","pos",NULL,NULL,"NaN","NaN","NaN","NaN","NaN","NaN","IndusParts","NaN","NaN","Steel Bracket 28x55 mm","NaN","NaN","NaN","NaN","NaN","NaN","NaN","2024-02-14","NaN","NaN","NaN","NaN","NaN","NaN","","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","INR","PO1008","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","2024-12-27","NaN","NaN","NaN","NaN","NaN","NaN","NaN","Standard Order","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","10","NaN","NaN","NaN","703.42","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
110,"NP010","Aluminum Valve 23x138 mm","","","NaN","NaN","978.78","INR","IndusParts","2025-12-06 18:02:21.172154","po_mock_newparts.pdf","pos",NULL,NULL,"NaN","NaN","NaN","NaN","NaN","NaN","IndusParts","NaN","NaN","Aluminum Valve 23x138 mm","NaN","NaN","NaN","NaN","NaN","NaN","NaN","2024-01-22","NaN","NaN","NaN","NaN","NaN","NaN","","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","INR","PO1009","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","2024-03-23","NaN","NaN","NaN","NaN","NaN","NaN","NaN","Urgent","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","334","NaN","NaN","NaN","978.78","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
111,"INV001","Aluminum Clamp 37x23 mm","Aluminum","37x23 mm","NaN","NaN","252.67","USD","Zenith Engineers","2025-12-06 18:02:21.172154","invoice_mock_newparts.pdf","invoices",NULL,NULL,"NaN","NaN","NaN","Aluminum Clamp 37x23 mm","NaN","NaN","NaN","NaN","NaN","NaN","2024-11-16","NaN","NaN","NaN","NaN","Zenith Engineers","252.67","NaN","NaN","NaN","NaN","145","NaN","NaN","Clamp","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","High Priority","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","INV2000","NaN","NaN","NaN","NaN","2024-07-10","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","USD","NaN","NaN","NaN","NaN","NaN","NaN","NaN","37x23 mm","Aluminum","Aluminum
Clamp 37x23
mm","Clamp","user",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
112,"INV002","Aluminum Knob 16x49 mm","Aluminum","16x49 mm","NaN","NaN","2694.92","USD","ElectroMax","2025-12-06 18:02:21.172154","invoice_mock_newparts.pdf","invoices",NULL,NULL,"NaN","NaN","NaN","Aluminum Knob 16x49 mm","NaN","NaN","NaN","NaN","NaN","NaN","2024-04-15","NaN","NaN","NaN","NaN","ElectroMax","2694.92","NaN","NaN","NaN","NaN","307","NaN","NaN","Knob","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","Verify Item Specs","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","INV2001","NaN","NaN","NaN","NaN","2024-03-10","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","USD","NaN","NaN","NaN","NaN","NaN","NaN","NaN","16x49 mm","Aluminum","Aluminum
Knob 16x49
mm","Knob","user",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
113,"INV003","Steel Solenoid 22x37 mm","Steel","22x37 mm","NaN","NaN","2787.32","USD","Alpha Metals","2025-12-06 18:02:21.172154","invoice_mock_newparts.pdf","invoices",NULL,NULL,"NaN","NaN","NaN","Steel Solenoid 22x37 mm","NaN","NaN","NaN","NaN","NaN","NaN","2024-01-24","NaN","NaN","NaN","NaN","Alpha Metals","2787.32","NaN","NaN","NaN","NaN","275","NaN","NaN","Solenoid","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","INV2002","NaN","NaN","NaN","NaN","2024-11-27","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","USD","NaN","NaN","NaN","NaN","NaN","NaN","NaN","22x37 mm","Steel","Steel Solenoid 22x37 mm","Solenoid","user",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
114,"INV004","Brass Gear Wheel 24x62 mm","Brass","24x62 mm","NaN","NaN","101.62","INR","TruParts","2025-12-06 18:02:21.172154","invoice_mock_newparts.pdf","invoices",NULL,NULL,"NaN","NaN","NaN","Brass Gear Wheel 24x62 mm","NaN","NaN","NaN","NaN","NaN","NaN","2024-06-05","NaN","NaN","NaN","NaN","TruParts","101.62","NaN","NaN","NaN","NaN","92","NaN","NaN","Gear","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","Warranty Included","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","INV2003","NaN","NaN","NaN","NaN","2024-01-02","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","INR","NaN","NaN","NaN","NaN","NaN","NaN","NaN","24x62 mm","Brass","Brass Gear Wheel 24x62 mm","Gear","user",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
115,"INV005","Plastic Shaft 34x42 mm","","","NaN","NaN","2265.35","INR","Nova Components","2025-12-06 18:02:21.172154","invoice_mock_newparts.pdf","invoices",NULL,NULL,"NaN","NaN","NaN","Plastic Shaft 34x42 mm","NaN","NaN","NaN","NaN","NaN","NaN","2024-04-21","NaN","NaN","NaN","NaN","Nova Components","2265.35","NaN","NaN","NaN","NaN","10","NaN","NaN","","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","Goods Damaged","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","INV2004","NaN","NaN","NaN","NaN","2024-10-01","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","INR","NaN","NaN","NaN","NaN","NaN","NaN","NaN",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
116,"INV006","Aluminum Terminal Block 13x106 mm","","","NaN","NaN","2812.38","INR","Zenith Engineers","2025-12-06 18:02:21.172154","invoice_mock_newparts.pdf","invoices",NULL,NULL,"NaN","NaN","NaN","Aluminum Terminal Block 13x106 mm","NaN","NaN","NaN","NaN","NaN","NaN","2024-12-14","NaN","NaN","NaN","NaN","Zenith Engineers","2812.38","NaN","NaN","NaN","NaN","464","NaN","NaN","","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","High Priority","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","INV2005","NaN","NaN","NaN","NaN","2024-04-21","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","INR","NaN","NaN","NaN","NaN","NaN","NaN","NaN",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
117,"INV007","Plastic Fuse Holder 29x34 mm","","","NaN","NaN","434.26","INR","TruParts","2025-12-06 18:02:21.172154","invoice_mock_newparts.pdf","invoices",NULL,NULL,"NaN","NaN","NaN","Plastic Fuse Holder 29x34 mm","NaN","NaN","NaN","NaN","NaN","NaN","2024-08-04","NaN","NaN","NaN","NaN","TruParts","434.26","NaN","NaN","NaN","NaN","199","NaN","NaN","","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","INV2006","NaN","NaN","NaN","NaN","2024-02-14","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","INR","NaN","NaN","NaN","NaN","NaN","NaN","NaN",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
118,"INV008","Aluminum Coupler 12x91 mm","","","NaN","NaN","352.85","INR","Alpha Metals","2025-12-06 18:02:21.172154","invoice_mock_newparts.pdf","invoices",NULL,NULL,"NaN","NaN","NaN","Aluminum Coupler 12x91 mm","NaN","NaN","NaN","NaN","NaN","NaN","2024-05-19","NaN","NaN","NaN","NaN","Alpha Metals","352.85","NaN","NaN","NaN","NaN","378","NaN","NaN","","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","INV2007","NaN","NaN","NaN","NaN","2024-11-28","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","INR","NaN","NaN","NaN","NaN","NaN","NaN","NaN",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
119,"INV009","Steel Coupler 31x90 mm","","","NaN","NaN","2085.35","USD","Alpha Metals","2025-12-06 18:02:21.172154","invoice_mock_newparts.pdf","invoices",NULL,NULL,"NaN","NaN","NaN","Steel Coupler 31x90 mm","NaN","NaN","NaN","NaN","NaN","NaN","2024-05-15","NaN","NaN","NaN","NaN","Alpha Metals","2085.35","NaN","NaN","NaN","NaN","484","NaN","NaN","","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","Goods Damaged","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","INV2008","NaN","NaN","NaN","NaN","2024-12-07","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","USD","NaN","NaN","NaN","NaN","NaN","NaN","NaN",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
120,"INV010","Steel Gear Wheel 28x122 mm","","","NaN","NaN","1486.24","INR","Zenith Engineers","2025-12-06 18:02:21.172154","invoice_mock_newparts.pdf","invoices",NULL,NULL,"NaN","NaN","NaN","Steel Gear Wheel 28x122 mm","NaN","NaN","NaN","NaN","NaN","NaN","2024-12-15","NaN","NaN","NaN","NaN","Zenith Engineers","1486.24","NaN","NaN","NaN","NaN","360","NaN","NaN","","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","Goods Damaged","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","INV2009","NaN","NaN","NaN","NaN","2024-10-05","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","INR","NaN","NaN","NaN","NaN","NaN","NaN","NaN",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
121,"INV011","Copper Flange 30x137 mm","","","NaN","NaN","1276.46","USD","ElectroMax","2025-12-06 18:02:21.172154","invoice_mock_newparts.pdf","invoices",NULL,NULL,"NaN","NaN","NaN","Copper Flange 30x137 mm","NaN","NaN","NaN","NaN","NaN","NaN","2024-04-24","NaN","NaN","NaN","NaN","ElectroMax","1276.46","NaN","NaN","NaN","NaN","13","NaN","NaN","","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","Warranty Included","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","INV2010","NaN","NaN","NaN","NaN","2024-07-05","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","USD","NaN","NaN","NaN","NaN","NaN","NaN","NaN",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
